surat_nomor,ayat_nomor,audio_01_juhany,audio_02_qasim,audio_03_sudais,audio_04_dossari,audio_05_afasy,audio_06_yasser
15,78,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/015078.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/015078.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/015078.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/015078.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/015078.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/015078.mp3
15,79,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/015079.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/015079.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/015079.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/015079.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/015079.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/015079.mp3
15,80,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/015080.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/015080.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/015080.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/015080.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/015080.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/015080.mp3
15,81,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/015081.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/015081.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/015081.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/015081.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/015081.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/015081.mp3
15,82,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/015082.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/015082.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/015082.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/015082.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/015082.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/015082.mp3
15,83,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/015083.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/015083.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/015083.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/015083.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/015083.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/015083.mp3
15,84,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/015084.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/015084.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/015084.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/015084.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/015084.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/015084.mp3
15,85,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/015085.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/015085.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/015085.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/015085.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/015085.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/015085.mp3
15,86,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/015086.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/015086.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/015086.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/015086.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/015086.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/015086.mp3
15,87,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/015087.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/015087.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/015087.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/015087.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/015087.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/015087.mp3
15,88,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/015088.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/015088.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/015088.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/015088.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/015088.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/015088.mp3
15,89,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/015089.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/015089.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/015089.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/015089.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/015089.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/015089.mp3
15,90,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/015090.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/015090.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/015090.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/015090.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/015090.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/015090.mp3
15,91,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/015091.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/015091.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/015091.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/015091.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/015091.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/015091.mp3
15,92,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/015092.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/015092.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/015092.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/015092.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/015092.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/015092.mp3
15,93,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/015093.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/015093.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/015093.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/015093.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/015093.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/015093.mp3
15,94,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/015094.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/015094.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/015094.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/015094.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/015094.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/015094.mp3
15,95,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/015095.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/015095.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/015095.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/015095.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/015095.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/015095.mp3
15,96,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/015096.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/015096.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/015096.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/015096.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/015096.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/015096.mp3
15,97,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/015097.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/015097.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/015097.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/015097.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/015097.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/015097.mp3
15,98,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/015098.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/015098.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/015098.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/015098.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/015098.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/015098.mp3
15,99,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/015099.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/015099.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/015099.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/015099.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/015099.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/015099.mp3
16,1,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/016001.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/016001.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/016001.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/016001.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/016001.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/016001.mp3
16,2,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/016002.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/016002.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/016002.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/016002.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/016002.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/016002.mp3
16,3,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/016003.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/016003.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/016003.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/016003.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/016003.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/016003.mp3
16,4,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/016004.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/016004.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/016004.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/016004.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/016004.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/016004.mp3
16,5,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/016005.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/016005.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/016005.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/016005.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/016005.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/016005.mp3
16,6,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/016006.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/016006.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/016006.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/016006.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/016006.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/016006.mp3
16,7,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/016007.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/016007.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/016007.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/016007.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/016007.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/016007.mp3
16,8,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/016008.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/016008.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/016008.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/016008.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/016008.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/016008.mp3
16,9,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/016009.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/016009.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/016009.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/016009.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/016009.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/016009.mp3
16,10,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/016010.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/016010.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/016010.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/016010.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/016010.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/016010.mp3
16,11,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/016011.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/016011.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/016011.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/016011.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/016011.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/016011.mp3
16,12,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/016012.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/016012.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/016012.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/016012.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/016012.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/016012.mp3
16,13,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/016013.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/016013.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/016013.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/016013.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/016013.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/016013.mp3
16,14,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/016014.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/016014.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/016014.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/016014.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/016014.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/016014.mp3
16,15,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/016015.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/016015.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/016015.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/016015.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/016015.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/016015.mp3
16,16,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/016016.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/016016.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/016016.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/016016.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/016016.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/016016.mp3
16,17,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/016017.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/016017.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/016017.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/016017.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/016017.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/016017.mp3
16,18,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/016018.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/016018.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/016018.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/016018.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/016018.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/016018.mp3
16,19,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/016019.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/016019.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/016019.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/016019.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/016019.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/016019.mp3
16,20,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/016020.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/016020.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/016020.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/016020.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/016020.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/016020.mp3
16,21,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/016021.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/016021.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/016021.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/016021.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/016021.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/016021.mp3
16,22,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/016022.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/016022.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/016022.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/016022.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/016022.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/016022.mp3
16,23,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/016023.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/016023.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/016023.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/016023.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/016023.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/016023.mp3
16,24,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/016024.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/016024.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/016024.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/016024.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/016024.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/016024.mp3
16,25,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/016025.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/016025.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/016025.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/016025.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/016025.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/016025.mp3
16,26,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/016026.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/016026.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/016026.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/016026.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/016026.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/016026.mp3
16,27,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/016027.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/016027.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/016027.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/016027.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/016027.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/016027.mp3
16,28,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/016028.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/016028.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/016028.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/016028.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/016028.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/016028.mp3
16,29,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/016029.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/016029.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/016029.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/016029.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/016029.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/016029.mp3
16,30,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/016030.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/016030.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/016030.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/016030.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/016030.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/016030.mp3
16,31,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/016031.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/016031.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/016031.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/016031.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/016031.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/016031.mp3
16,32,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/016032.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/016032.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/016032.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/016032.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/016032.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/016032.mp3
16,33,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/016033.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/016033.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/016033.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/016033.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/016033.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/016033.mp3
16,34,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/016034.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/016034.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/016034.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/016034.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/016034.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/016034.mp3
16,35,https://cdn.equran.id/audio-partial/Abdullah-Al-Juhany/016035.mp3,https://cdn.equran.id/audio-partial/Abdul-Muhsin-Al-Qasim/016035.mp3,https://cdn.equran.id/audio-partial/Abdurrahman-as-Sudais/016035.mp3,https://cdn.equran.id/audio-partial/Ibrahim-Al-Dossari/016035.mp3,https://cdn.equran.id/audio-partial/Misyari-Rasyid-Al-Afasi/016035.mp3,https://cdn.equran.id/audio-partial/Yasser-Al-Dosari/016035.mp3
